car_no,lap_time,gap,lap_index,lap_time_seconds
35,2:11.544,1 Lap,67,131.544
35,2:13.650,1 Lap,68,133.65
35,2:10.690,1 Lap,69,130.69
35,2:13.910,1 Lap,70,133.91
35,4:57.590,1 Lap,71,297.59000000000003
35,3:38.966,1 Lap,72,218.966
35,2:10.717,1 Lap,73,130.717
35,2:11.498,1 Lap,74,131.498
35,2:12.547,1 Lap,75,132.547
35,2:08.818,2 Laps,76,128.818
35,2:09.559,2 Laps,77,129.559
35,2:11.822,2 Laps,78,131.822
35,2:10.142,3 Laps,79,130.142
35,2:09.950,2 Laps,80,129.95
35,2:11.087,2 Laps,81,131.087
35,2:11.489,2 Laps,82,131.489
35,2:29.085,1 Lap,83,149.085
35,2:46.609,1 Lap,84,166.609
35,2:11.613,1 Lap,85,131.613
35,2:10.996,1 Lap,86,130.996
35,2:11.859,1 Lap,87,131.859
35,2:19.458,1 Lap,88,139.458
35,2:12.309,2 Laps,89,132.309
35,2:12.540,2 Laps,90,132.54
35,2:12.841,46.784,91,132.841
35,2:13.057,53.672,92,133.057
35,2:13.982,1 Lap,93,133.982
35,2:15.049,1 Lap,94,135.049
35,2:09.606,1 Lap,95,129.606
35,2:08.682,1 Lap,96,128.682
35,2:11.984,1 Lap,97,131.984
35,2:12.398,1 Lap,98,132.398
35,2:55.084,1 Lap,99,175.084
35,2:12.405,1 Lap,100,132.405
35,2:12.545,1 Lap,101,132.545
35,2:11.026,1 Lap,102,131.026
35,2:13.673,1 Lap,103,133.673
35,2:10.434,2 Laps,104,130.434
35,2:09.653,2 Laps,105,129.653
35,2:12.194,2 Laps,106,132.194
35,3:13.086,2 Laps,107,193.086
35,2:11.693,3 Laps,108,131.693
35,2:49.363,3 Laps,109,169.363
35,2:09.767,2 Laps,110,129.767
35,2:09.793,2 Laps,111,129.793
35,2:11.096,2 Laps,112,131.096
35,2:13.056,2 Laps,113,133.056
35,2:53.800,1 Lap,114,173.8
35,3:27.950,1 Lap,115,207.95
35,2:12.552,2 Laps,116,132.552
35,3:09.419,2 Laps,117,189.419
35,2:12.473,2 Laps,118,132.473
35,2:13.435,2 Laps,119,133.435
35,2:14.339,2 Laps,120,134.339
35,3:33.127,12.912,121,213.127
35,2:15.128,1:02.533,122,135.128
35,2:13.856,1 Lap,123,133.856
35,2:09.646,1 Lap,124,129.64600000000002
35,2:10.461,1 Lap,125,130.461
35,3:07.602,1 Lap,126,187.602
35,2:10.333,1 Lap,127,130.333
35,4:22.364,1 Lap,128,262.364
35,2:18.907,1 Lap,129,138.907
35,2:10.689,2 Laps,130,130.689
35,2:12.199,2 Laps,131,132.199
35,2:17.135,2 Laps,132,137.135
35,5:04.002,3 Laps,133,304.002
35,3:08.972,2 Laps,134,188.972
35,2:09.736,2 Laps,135,129.736
35,2:09.706,2 Laps,136,129.706
35,2:11.733,2 Laps,137,131.733
35,2:08.708,1 Lap,138,128.708
35,2:12.566,2 Laps,139,132.566
35,2:11.592,2 Laps,140,131.592
35,2:11.985,2 Laps,141,131.985
35,2:11.888,2 Laps,142,131.888
35,2:12.470,2 Laps,143,132.47
35,2:14.283,2 Laps,144,134.283
36,4:23.223,7.084,1,263.223
36,2:18.073,18.077,2,138.073
36,2:14.967,19.758,3,134.967
36,3:36.853,2:14.650,4,216.853
36,2:28.457,1:03.919,5,148.457
36,2:15.157,1 Lap,6,135.157
36,2:11.875,1 Lap,7,131.875
36,2:13.578,1 Lap,8,133.578
36,3:04.243,1 Lap,9,184.243
36,2:24.417,1 Lap,10,144.417
36,2:10.597,1 Lap,11,130.597
36,2:44.265,1 Lap,12,164.265
36,2:10.708,1 Lap,13,130.708
36,2:11.014,1 Lap,14,131.014
36,2:12.411,2 Laps,15,132.411
36,2:13.887,2 Laps,16,133.887
36,2:09.647,2 Laps,17,129.647
36,2:10.121,2 Laps,18,130.121
36,4:58.244,2 Laps,19,298.244
36,2:40.548,2 Laps,20,160.548
36,2:11.545,2 Laps,21,131.545
36,2:10.699,2 Laps,22,130.699
36,3:13.327,2 Laps,23,193.327
36,2:09.057,2 Laps,24,129.057
36,2:06.732,2 Laps,25,126.732
36,2:11.011,2 Laps,26,131.011
36,2:09.727,2 Laps,27,129.727
36,2:11.013,2 Laps,28,131.013
36,2:11.029,2 Laps,29,131.029
36,2:11.509,2 Laps,30,131.50900000000001
36,2:12.217,2 Laps,31,132.217
36,2:33.203,23.147,32,153.203
36,2:22.786,30.957,33,142.786
36,2:14.506,28.433,34,134.506
36,2:11.805,34.308,35,131.805
36,3:11.710,1 Lap,36,191.71
36,2:14.767,1 Lap,37,134.767
36,2:14.221,1 Lap,38,134.221
36,2:12.647,1 Lap,39,132.647
36,2:17.950,1 Lap,40,137.95
36,2:51.286,1 Lap,41,171.286
36,2:10.479,1 Lap,42,130.47899999999998
36,2:12.458,1 Lap,43,132.458
36,2:10.879,1 Lap,44,130.879
36,2:10.941,1 Lap,45,130.941
36,2:11.246,2 Laps,46,131.246
36,2:09.240,2 Laps,47,129.24
36,2:09.472,2 Laps,48,129.472
36,2:50.425,2 Laps,49,170.425
36,2:10.128,2 Laps,50,130.128
36,4:41.926,2 Laps,51,281.926
36,3:07.177,1 Lap,52,187.177
36,2:07.363,2 Laps,53,127.363
36,2:07.774,2 Laps,54,127.774
36,2:10.281,2 Laps,55,130.281
36,2:12.127,2 Laps,56,132.127
36,2:11.078,2 Laps,57,131.078
36,2:11.644,2 Laps,58,131.644
36,2:11.733,2 Laps,59,131.733
36,2:12.818,2 Laps,60,132.818
36,3:25.161,23.822,61,205.161
36,2:12.171,37.106,62,132.171
36,2:12.285,1 Lap,63,132.285
36,2:11.665,1 Lap,64,131.665
36,2:16.058,1 Lap,65,136.058
36,3:36.622,1 Lap,66,216.622
36,4:57.043,1 Lap,67,297.043
36,3:31.627,1 Lap,68,211.627
36,2:10.552,1 Lap,69,130.552
36,2:11.468,1 Lap,70,131.468
36,2:12.075,1 Lap,71,132.075
36,2:11.948,1 Lap,72,131.948
36,2:10.791,1 Lap,73,130.791
36,2:10.345,1 Lap,74,130.345
36,2:09.828,2 Laps,75,129.828
36,2:09.366,2 Laps,76,129.36599999999999
36,2:09.855,2 Laps,77,129.855
36,3:05.089,2 Laps,78,185.089
36,2:10.354,2 Laps,79,130.35399999999998
36,2:10.394,2 Laps,80,130.394
36,2:12.389,2 Laps,81,132.389
36,2:38.127,1 Lap,82,158.127
36,2:44.046,1 Lap,83,164.046
36,2:09.255,2 Laps,84,129.255
36,2:10.756,1 Lap,85,130.756
36,2:11.128,1 Lap,86,131.128
36,2:12.126,2 Laps,87,132.126
36,2:11.751,2 Laps,88,131.751
36,2:11.706,37.781,89,131.706
36,2:12.235,43.847,90,132.235
36,2:12.321,1 Lap,91,132.321
36,2:12.853,2:41.732,92,132.853
36,2:14.618,2:08.170,93,134.618
36,2:10.857,1 Lap,94,130.857
36,2:38.509,1 Lap,95,158.50900000000001
36,2:14.111,1 Lap,96,134.111
36,2:17.643,1 Lap,97,137.643
36,2:12.193,1 Lap,98,132.193
36,2:11.679,1 Lap,99,131.679
36,2:16.557,1 Lap,100,136.557
36,2:13.172,2 Laps,101,133.172
36,3:10.617,2 Laps,102,190.617
36,2:20.475,2 Laps,103,140.475
36,2:51.354,2 Laps,104,171.35399999999998
36,2:10.405,2 Laps,105,130.405
36,2:10.329,2 Laps,106,130.329
36,2:11.936,2 Laps,107,131.936
36,2:14.328,2 Laps,108,134.328
36,2:43.340,1 Lap,109,163.34
36,2:19.980,1 Lap,110,139.98
36,2:08.630,2 Laps,111,128.63
36,2:09.536,2 Laps,112,129.536
36,2:17.143,1 Lap,113,137.143
36,2:12.542,2 Laps,114,132.542
36,2:12.573,2 Laps,115,132.573
36,2:13.424,2 Laps,116,133.424
36,3:32.614,12.111,117,212.614
36,2:12.943,50.523,118,132.943
36,2:13.788,1 Lap,119,133.788
36,2:13.241,1 Lap,120,133.24099999999999
36,2:13.233,1 Lap,121,133.233
36,2:12.219,1 Lap,122,132.219
36,2:08.929,1 Lap,123,128.929
36,2:13.406,1 Lap,124,133.406
36,2:20.213,1 Lap,125,140.213
36,3:06.987,1 Lap,126,186.987
36,4:35.913,1 Lap,127,275.913
36,2:11.255,1 Lap,128,131.255
36,2:11.286,1 Lap,129,131.286
36,3:37.963,2 Laps,130,217.963
36,2:11.621,2 Laps,131,131.621
36,2:12.066,2 Laps,132,132.066
36,4:24.623,2 Laps,133,264.623
36,2:10.750,2 Laps,134,130.75
36,2:12.194,2 Laps,135,132.194
36,2:11.919,2 Laps,136,131.919
36,2:17.656,2 Laps,137,137.656
36,3:33.564,1 Lap,138,213.564
36,2:11.767,2 Laps,139,131.767
36,2:11.579,2 Laps,140,131.579
36,3:06.912,2 Laps,141,186.912
36,2:10.838,2 Laps,142,130.838
36,2:11.225,2 Laps,143,131.225
36,2:12.946,2 Laps,144,132.946
38,4:17.157,1.018,1,257.157
38,2:19.732,3.610,2,139.732
38,2:23.381,13.399,3,143.381
38,3:21.395,1 Lap,4,201.395
38,2:09.869,1 Lap,5,129.869
38,2:10.157,1:54.568,6,130.157
38,2:08.509,1:55.887,7,128.50900000000001
38,2:29.679,1 Lap,8,149.679
38,2:09.619,1 Lap,9,129.619
38,2:14.357,1:53.377,10,134.357
38,2:09.316,1:17.471,11,129.316
38,2:16.395,1 Lap,12,136.395
38,2:09.985,1 Lap,13,129.985
38,2:12.330,1 Lap,14,132.33
38,2:08.928,1 Lap,15,128.928
38,2:11.407,1 Lap,16,131.407
38,4:57.944,1 Lap,17,297.944
38,2:39.998,1 Lap,18,159.998
38,2:09.381,2 Laps,19,129.381
38,2:07.777,2 Laps,20,127.777
38,2:16.625,1 Lap,21,136.625
38,2:46.632,1 Lap,22,166.632
38,2:07.771,1 Lap,23,127.771
38,2:08.496,1 Lap,24,128.496
38,2:10.103,1 Lap,25,130.103
38,2:10.932,1 Lap,26,130.932
38,2:11.912,1 Lap,27,131.912
38,2:11.088,1 Lap,28,131.088
38,2:11.346,1 Lap,29,131.346
38,2:10.760,1 Lap,30,130.76
38,2:16.756,5.390,31,136.756
38,3:36.831,1:44.399,32,216.83100000000002
38,2:09.399,1 Lap,33,129.399
38,2:07.856,1 Lap,34,127.856
38,2:13.164,1 Lap,35,133.164
38,2:09.800,1 Lap,36,129.8
38,2:08.244,1:56.642,37,128.244
38,4:13.768,1 Lap,38,253.768
38,4:54.739,1 Lap,39,294.739
38,2:08.761,1 Lap,40,128.761
38,2:08.218,1 Lap,41,128.218
38,2:09.559,1:22.708,42,129.559
38,2:08.257,1 Lap,43,128.257
38,2:05.427,1 Lap,44,125.42699999999999
38,2:10.640,1 Lap,45,130.64
38,2:09.396,1 Lap,46,129.39600000000002
38,2:08.503,1 Lap,47,128.503
38,2:51.302,1 Lap,48,171.302
38,2:07.929,1 Lap,49,127.929
38,2:09.229,1 Lap,50,129.22899999999998
38,4:41.645,1 Lap,51,281.645
38,4:39.589,1 Lap,52,279.589
38,2:07.618,1 Lap,53,127.618
38,2:07.581,1 Lap,54,127.581
38,2:10.323,1 Lap,55,130.323
38,2:10.236,1 Lap,56,130.236
38,2:10.544,1 Lap,57,130.544
38,2:10.662,1 Lap,58,130.662
38,2:10.643,1 Lap,59,130.643
38,3:30.207,3.301,60,210.207
38,4:03.687,3.959,61,243.687
38,2:23.748,2:02.217,62,143.748
38,2:19.240,1 Lap,63,139.24
38,2:10.569,1 Lap,64,130.569
38,2:12.410,1 Lap,65,132.41
38,2:10.875,2:32.253,66,130.875
38,2:16.025,2:04.390,67,136.025
38,3:31.335,1 Lap,68,211.335
38,2:08.909,1 Lap,69,128.909
38,2:08.473,1:25.631,70,128.473
38,2:09.539,1:29.580,71,129.539
38,2:05.974,1 Lap,72,125.974
38,2:06.099,1 Lap,73,126.099
38,2:10.937,1 Lap,74,130.937
38,2:10.000,1 Lap,75,130.0
38,2:08.806,1 Lap,76,128.806
38,4:01.702,1 Lap,77,241.702
38,2:17.398,2 Laps,78,137.398
38,2:08.908,1 Lap,79,128.908
38,2:09.353,1 Lap,80,129.353
38,3:18.690,1 Lap,81,198.69
38,2:07.721,1 Lap,82,127.721
38,2:10.712,1 Lap,83,130.712
38,2:10.787,1 Lap,84,130.787
38,2:10.854,1 Lap,85,130.85399999999998
38,2:09.272,1 Lap,86,129.272
38,2:13.523,1 Lap,87,133.523
38,2:09.010,1 Lap,88,129.01
38,2:08.467,1 Lap,89,128.467
38,2:09.214,1:53.287,90,129.214
38,3:09.095,1 Lap,91,189.095
38,2:08.632,1 Lap,92,128.632
38,2:53.555,1 Lap,93,173.555
38,2:12.902,1 Lap,94,132.902
38,2:09.076,1 Lap,95,129.076
38,2:08.581,1 Lap,96,128.581
38,2:08.490,1:31.201,97,128.49
38,2:16.536,1:40.837,98,136.536
38,2:09.260,1 Lap,99,129.26
38,2:11.615,1 Lap,100,131.615
38,3:08.277,1 Lap,101,188.277
38,2:19.847,1 Lap,102,139.847
38,2:58.358,1 Lap,103,178.358
38,2:08.196,2 Laps,104,128.196
38,2:11.458,1 Lap,105,131.458
38,2:51.968,1 Lap,106,171.96800000000002
38,2:09.318,1 Lap,107,129.318
38,2:14.368,1 Lap,108,134.368
38,3:09.600,1 Lap,109,189.6
38,2:11.978,1 Lap,110,131.978
38,2:12.102,1 Lap,111,132.102
38,2:11.297,1 Lap,112,131.297
38,2:10.687,1 Lap,113,130.687
38,2:08.986,1 Lap,114,128.986
38,3:38.935,1.605,115,218.935
38,2:13.806,3.304,116,133.806
38,2:10.743,1 Lap,117,130.743
38,2:42.929,1 Lap,118,162.929
38,2:07.893,1 Lap,119,127.893
38,2:07.901,1 Lap,120,127.901
38,2:09.832,1:52.444,121,129.832
38,2:08.957,1:52.585,122,128.957
38,2:08.524,1 Lap,123,128.524
38,2:09.513,1 Lap,124,129.513
38,2:14.595,1 Lap,125,134.595
38,2:08.778,1 Lap,126,128.778
38,2:08.826,1 Lap,127,128.826
38,5:04.906,5:06.897,128,304.906
38,3:52.179,1 Lap,129,232.179
38,2:08.896,1 Lap,130,128.89600000000002
38,2:08.753,1 Lap,131,128.753
38,2:10.862,1 Lap,132,130.862
38,2:08.821,1 Lap,133,128.821
38,4:25.868,1 Lap,134,265.868
38,2:07.180,2 Laps,135,127.18
38,2:07.154,2 Laps,136,127.154
38,2:10.048,1 Lap,137,130.048
38,2:09.910,1 Lap,138,129.91
38,2:08.350,1 Lap,139,128.35
38,2:09.108,1 Lap,140,129.108
38,2:10.774,1 Lap,141,130.774
38,2:10.443,1 Lap,142,130.443
38,2:12.173,1 Lap,143,132.173
38,2:11.490,1 Lap,144,131.49
38,2:11.336,1 Lap,145,131.336
38,2:12.282,1 Lap,146,132.282
4,4:18.622,2.483,1,258.622
4,2:29.716,15.059,2,149.716
4,2:13.348,8.104,3,133.348
4,3:16.878,1:35.364,4,196.878
4,2:51.303,47.479,5,171.303
4,2:11.669,1:09.517,6,131.669
4,2:09.881,1:12.654,7,129.881
4,2:09.928,1 Lap,8,129.928
4,2:08.980,1 Lap,9,128.98
4,2:14.964,1 Lap,10,134.964
4,3:04.798,1 Lap,11,184.798
4,2:24.464,1 Lap,12,144.464
4,2:10.628,1 Lap,13,130.628
4,2:20.724,3 Laps,14,140.724
4,2:13.123,3 Laps,15,133.123
4,2:12.413,3 Laps,16,132.413
4,2:12.987,3 Laps,17,132.987
4,2:11.753,3 Laps,18,131.753
4,2:17.188,17.271,19,137.188
4,2:09.622,11.895,20,129.622
4,2:09.740,15.705,21,129.74
4,2:11.159,51.603,22,131.159
4,2:10.927,55.873,23,130.927
4,2:17.143,1:22.144,24,137.143
4,2:09.162,1 Lap,25,129.162
4,2:50.700,1 Lap,26,170.7
4,2:10.235,1 Lap,27,130.235
4,2:10.281,1 Lap,28,130.281
4,2:11.981,3 Laps,29,131.981
4,2:10.363,3 Laps,30,130.363
4,2:12.283,3 Laps,31,132.283
4,2:11.833,3 Laps,32,131.833
4,2:12.796,3 Laps,33,132.796
4,6:20.430,5 Laps,34,380.43
4,3:23.287,6 Laps,35,203.287
4,3:25.540,10.515,36,205.54
4,4:03.549,11.035,37,243.549
4,2:11.252,17.584,38,131.252
4,2:09.998,57.425,39,129.998
4,5:14.723,1 Lap,40,314.723
4,2:09.203,1 Lap,41,129.203
4,2:11.538,1 Lap,42,131.538
4,4:57.446,1 Lap,43,297.446
4,3:32.000,1 Lap,44,212.0
4,2:11.221,1 Lap,45,131.221
4,2:10.071,3 Laps,46,130.071
4,2:11.466,3 Laps,47,131.466
4,2:12.073,3 Laps,48,132.073
4,2:10.978,3 Laps,49,130.978
4,2:11.315,3 Laps,50,131.315
4,2:15.131,6 Laps,51,135.131
4,2:12.584,19.137,52,132.584
4,2:13.430,26.398,53,133.43
4,2:10.560,59.357,54,130.56
4,2:10.781,1:02.468,55,130.781
4,2:26.738,1 Lap,56,146.738
4,2:11.260,1 Lap,57,131.26
4,2:38.449,1 Lap,58,158.449
4,2:13.839,1 Lap,59,133.839
4,2:26.381,1 Lap,60,146.381
4,2:11.540,3 Laps,61,131.54
4,2:12.795,3 Laps,62,132.795
4,2:14.139,3 Laps,63,134.139
4,3:13.665,3 Laps,64,193.665
4,3:37.379,5.650,65,217.379
4,2:14.499,8.042,66,134.499
4,2:11.081,31.212,67,131.081
4,2:10.355,1:05.739,68,130.355
4,2:16.307,1 Lap,69,136.307
4,2:11.041,1 Lap,70,131.041
4,2:11.736,1 Lap,71,131.736
4,2:11.360,1 Lap,72,131.36
4,2:20.300,1 Lap,73,140.3
4,9:31.247,3 Laps,74,571.247
4,2:13.475,3 Laps,75,133.475
4,2:13.036,3 Laps,76,133.036
4,2:11.979,3 Laps,77,131.97899999999998
4,2:12.310,3 Laps,78,132.31
4,2:18.613,3 Laps,79,138.613
41,4:20.860,4.721,1,260.86
41,2:19.009,17.346,2,139.00900000000001
41,2:15.296,19.356,3,135.296
41,4:46.428,3:22.728,4,286.428
41,2:13.000,1:56.540,5,133.0
41,2:11.831,1 Lap,6,131.831
41,2:11.146,1:45.339,7,131.14600000000002
41,2:12.030,1 Lap,8,132.03
41,2:44.001,1 Lap,9,164.001
41,2:10.471,1 Lap,10,130.471
41,2:11.495,1 Lap,11,131.495
41,3:22.619,1 Lap,12,202.619
41,2:12.143,1 Lap,13,132.143
41,2:11.105,1 Lap,14,131.105
41,2:10.563,2 Laps,15,130.563
41,2:10.773,2 Laps,16,130.773
41,2:12.176,2 Laps,17,132.176
41,2:43.759,2 Laps,18,163.75900000000001
41,2:09.567,2 Laps,19,129.567
41,2:09.787,2 Laps,20,129.787
41,3:32.352,2 Laps,21,212.352
41,2:10.631,1 Lap,22,130.631
41,2:09.909,1 Lap,23,129.909
41,2:15.883,1 Lap,24,135.883
41,2:09.211,1 Lap,25,129.211
41,2:10.274,1 Lap,26,130.274
41,2:40.927,2 Laps,27,160.927
41,2:10.468,2 Laps,28,130.468
41,2:36.185,23.766,29,156.185
41,2:21.450,30.240,30,141.45
41,2:13.239,26.764,31,133.239
41,2:10.776,31.610,32,130.776
41,2:09.665,1:59.170,33,129.665
41,2:11.941,1 Lap,34,131.941
41,2:11.609,1 Lap,35,131.609
41,2:19.196,1:57.345,36,139.196
41,3:37.330,1 Lap,37,217.32999999999998
41,3:34.969,1 Lap,38,214.969
41,2:11.321,1 Lap,39,131.321
41,2:10.105,1 Lap,40,130.105
41,2:11.353,1 Lap,41,131.353
41,2:11.565,1 Lap,42,131.565
41,2:11.465,1 Lap,43,131.465
41,2:10.730,1 Lap,44,130.73
41,2:08.916,2 Laps,45,128.916
41,2:08.976,2 Laps,46,128.976
41,2:12.903,2 Laps,47,132.903
41,2:10.741,2 Laps,48,130.74099999999999
41,2:55.045,2 Laps,49,175.04500000000002
41,2:09.414,2 Laps,50,129.414
41,4:38.592,2 Laps,51,278.592
41,3:00.534,1 Lap,52,180.534
41,2:09.859,1 Lap,53,129.859
41,3:28.099,2 Laps,54,208.099
41,2:08.311,2 Laps,55,128.311
41,2:09.586,1 Lap,56,129.586
41,2:10.642,2 Laps,57,130.642
41,2:10.642,2 Laps,58,130.642
41,3:23.121,21.065,59,203.121
41,2:10.537,32.774,60,130.537
41,2:10.500,2:03.013,61,130.5
41,2:10.708,2:05.275,62,130.708
41,2:14.866,1 Lap,63,134.86599999999999
41,2:11.701,2:12.957,64,131.701
41,2:14.867,1 Lap,65,134.867
41,4:53.883,1 Lap,66,293.883
41,3:29.717,1 Lap,67,209.71699999999998
41,2:09.902,1 Lap,68,129.902
41,2:11.129,1 Lap,69,131.129
41,2:10.145,1 Lap,70,130.145
41,2:10.813,1 Lap,71,130.813
41,2:10.800,1 Lap,72,130.8
41,2:10.014,2 Laps,73,130.014
41,2:09.582,2 Laps,74,129.582
41,2:11.633,2 Laps,75,131.633
41,3:25.664,2 Laps,76,205.664
41,2:09.397,2 Laps,77,129.397
41,2:10.192,2 Laps,78,130.192
41,2:10.077,2 Laps,79,130.077
41,2:31.875,1 Lap,80,151.875
41,2:43.322,1 Lap,81,163.322
41,2:09.780,1 Lap,82,129.78
41,2:09.599,1 Lap,83,129.599
41,2:08.833,1 Lap,84,128.833
41,2:11.530,1 Lap,85,131.53
41,2:09.526,1 Lap,86,129.526
41,2:09.294,1 Lap,87,129.294
41,2:12.113,2 Laps,88,132.113
41,2:11.690,2 Laps,89,131.69
41,2:09.467,31.210,90,129.467
41,2:11.443,36.484,91,131.443
41,2:10.545,2:07.192,92,130.545
41,2:12.138,1:36.915,93,132.138
41,2:11.600,1 Lap,94,131.6
41,2:08.814,1 Lap,95,128.814
41,2:50.096,1 Lap,96,170.096
41,2:12.054,1 Lap,97,132.054
41,2:16.899,1 Lap,98,136.899
41,3:07.982,1 Lap,99,187.982
41,2:10.250,1 Lap,100,130.25
41,2:10.516,1 Lap,101,130.516
41,2:49.005,2 Laps,102,169.005
41,2:32.455,2 Laps,103,152.45499999999998
41,2:10.749,2 Laps,104,130.749
41,2:53.459,2 Laps,105,173.459
41,2:07.611,2 Laps,106,127.611
41,2:07.785,2 Laps,107,127.785
41,2:10.664,2 Laps,108,130.664
41,2:10.954,1 Lap,109,130.954
41,2:44.312,1 Lap,110,164.312
41,2:12.910,1 Lap,111,132.91
41,2:09.766,1 Lap,112,129.766
41,2:09.975,1 Lap,113,129.975
41,2:08.791,1 Lap,114,128.791
41,2:09.739,1 Lap,115,129.739
41,2:09.521,1 Lap,116,129.52100000000002
41,2:10.133,1 Lap,117,130.133
41,3:32.889,10.444,118,212.889
41,2:18.809,49.026,119,138.809
41,2:11.969,1 Lap,120,131.969
41,2:11.335,1 Lap,121,131.335
41,2:13.484,1:39.724,122,133.484
41,2:11.459,1:42.367,123,131.459
41,2:09.099,1 Lap,124,129.099
41,2:15.425,1 Lap,125,135.425
41,4:00.150,1 Lap,126,240.15
41,2:11.993,1 Lap,127,131.993
41,2:11.008,1 Lap,128,131.008
41,2:17.256,1 Lap,129,137.256
41,3:20.583,2 Laps,130,200.583
41,2:10.911,2 Laps,131,130.911
41,5:06.199,2 Laps,132,306.199
41,4:56.709,2 Laps,133,296.709
41,2:08.402,2 Laps,134,128.402
41,2:09.744,2 Laps,135,129.744
41,2:13.470,2 Laps,136,133.47
41,2:16.218,2 Laps,137,136.218
41,2:10.557,1 Lap,138,130.557
41,2:10.139,1 Lap,139,130.139
41,2:10.251,1 Lap,140,130.251
41,2:09.867,1 Lap,141,129.867
41,2:09.916,1 Lap,142,129.916
41,2:09.980,1 Lap,143,129.98
41,2:17.112,1 Lap,144,137.112
5,4:18.138,1.999,1,258.138
5,2:32.571,17.430,2,152.571
5,2:11.253,8.367,3,131.253
5,3:01.583,36.485,4,181.583
5,2:09.900,43.085,5,129.9
5,2:09.168,45.509,6,129.168
5,2:07.103,1:32.927,7,127.103
5,2:07.535,1:33.272,8,127.535
5,2:10.770,1:40.809,9,130.77
5,2:47.592,1:56.363,10,167.59199999999998
5,2:09.090,28.753,11,129.09
5,2:10.784,32.257,12,130.784
5,2:43.642,1:35.576,13,163.642
5,2:10.897,1:01.251,14,130.897
5,2:08.577,1:28.138,15,128.577
5,2:08.950,1:41.824,16,128.95
5,2:09.407,1:42.948,17,129.407
5,2:07.960,1 Lap,18,127.96
5,2:10.224,1 Lap,19,130.224
5,2:44.975,1 Lap,20,164.975
5,2:08.904,1 Lap,21,128.904
5,2:09.864,1 Lap,22,129.864
5,2:24.306,2:13.494,23,144.306
5,2:24.955,1:32.083,24,144.95499999999998
5,2:08.653,16.328,25,128.653
5,2:08.075,17.565,26,128.075
5,2:16.595,28.662,27,136.595
5,3:37.952,1:52.295,28,217.952
5,2:09.463,59.822,29,129.463
5,2:09.120,1:00.294,30,129.12
5,2:10.237,1:13.613,31,130.237
5,2:09.367,1:14.905,32,129.367
5,2:16.871,19.325,33,136.871
5,2:09.859,12.395,34,129.859
5,2:09.514,15.979,35,129.514
5,2:08.015,37.465,36,128.015
5,2:08.225,39.033,37,128.225
5,2:16.104,53.960,38,136.10399999999998
5,2:08.522,1:34.305,39,128.522
5,3:29.215,36.120,40,209.215
5,2:17.228,41.241,41,137.228
5,2:10.200,1:07.129,42,130.2
5,2:09.111,1:29.726,43,129.111
5,2:09.194,1:29.945,44,129.194
5,2:18.591,1:54.497,45,138.591
5,2:07.355,1 Lap,46,127.355
5,2:09.191,1 Lap,47,129.191
5,2:49.898,1 Lap,48,169.898
5,2:10.171,1 Lap,49,130.171
5,2:08.594,2:10.277,50,128.594
5,2:15.468,2:10.782,51,135.468
5,3:53.017,31.842,52,233.017
5,4:35.421,10.107,53,275.421
5,2:07.458,18.000,54,127.458
5,2:07.741,18.607,55,127.741
5,2:08.939,1:53.540,56,128.939
5,2:08.920,1:00.854,57,128.92
5,2:09.233,1:16.451,58,129.233
5,2:08.950,1:16.430,59,128.95
5,3:24.615,11.644,60,204.615
5,4:03.362,11.977,61,243.362
5,2:10.528,17.134,62,130.528
5,2:08.299,38.886,63,128.299
5,3:52.910,1 Lap,64,232.91
5,2:10.629,2:15.054,65,130.629
5,2:10.136,1:36.164,66,130.136
5,2:09.282,1:37.844,67,129.282
5,4:54.306,30.851,68,294.306
5,3:27.679,25.425,69,207.679
5,3:34.602,1 Lap,70,214.602
5,2:15.840,1 Lap,71,135.84
5,2:09.697,1:11.276,72,129.697
5,2:09.535,1:15.221,73,129.535
5,2:08.425,1:30.432,74,128.425
5,2:08.913,1:31.988,75,128.913
5,3:33.846,1 Lap,76,213.846
5,2:09.946,1 Lap,77,129.946
5,2:08.805,1 Lap,78,128.805
5,2:07.647,1 Lap,79,127.647
5,2:07.291,1 Lap,80,127.291
5,3:26.258,1 Lap,81,206.258
5,3:19.691,10.586,82,199.691
5,2:08.239,19.669,83,128.239
5,2:06.803,1:45.612,84,126.803
5,2:07.011,46.567,85,127.011
5,2:09.091,1:01.389,86,129.091
5,2:09.856,1:03.451,87,129.856
5,2:08.710,1:15.028,88,128.71
5,2:10.023,16.126,89,130.023
5,2:11.965,21.922,90,131.965
5,2:09.115,39.373,91,129.115
5,2:08.562,40.265,92,128.562
5,2:08.875,1:35.749,93,128.875
5,2:09.987,1:40.149,94,129.987
5,2:08.516,1:40.423,95,128.516
5,2:48.487,20.519,96,168.487
5,2:11.325,24.241,97,131.325
5,2:09.823,1 Lap,98,129.823
5,2:09.339,1:17.691,99,129.339
5,2:12.343,1:23.134,100,132.343
5,2:08.773,1:33.485,101,128.773
5,3:10.073,1 Lap,102,190.073
5,2:08.978,1 Lap,103,128.978
5,2:50.817,1 Lap,104,170.817
5,2:07.695,1 Lap,105,127.695
5,2:07.406,1 Lap,106,127.406
5,2:10.423,1 Lap,107,130.423
5,2:08.290,3:04.883,108,128.29
5,2:49.456,9.304,109,169.45600000000002
5,2:08.809,12.319,110,128.809
5,2:07.868,19.867,111,127.868
