car_no,lap_time,gap,lap_index,lap_time_seconds
10,4:22.383,6.244,1,262.383
10,2:13.427,14.628,2,133.427
10,2:32.648,21.752,3,152.648
10,2:20.998,27.774,4,140.998
10,2:11.855,20.652,5,131.855
10,2:11.529,26.251,6,131.529
10,3:22.485,17.963,7,202.485
10,4:03.035,17.969,8,243.035
10,2:10.903,27.781,9,130.903
10,2:10.629,27.379,10,130.629
10,2:11.258,32.468,11,131.258
10,3:33.878,9.078,12,213.878
10,2:17.516,14.487,13,137.516
2,4:16.640,0.501,1,256.64
2,2:18.348,1.709,2,138.348
2,2:22.188,11.209,3,142.188
2,3:47.443,1 Lap,4,227.44299999999998
2,2:08.848,1 Lap,5,128.848
2,2:08.044,1 Lap,6,128.044
2,2:07.185,1:20.637,7,127.185
2,2:07.980,1:21.427,8,127.98
2,2:22.328,1 Lap,9,142.328
2,2:07.309,1 Lap,10,127.309
2,3:05.145,1:29.529,11,185.145
2,2:09.285,53.592,12,129.285
2,2:05.372,1 Lap,13,125.372
2,2:06.626,1 Lap,14,126.626
2,2:07.762,1 Lap,15,127.762
2,2:07.739,1:52.695,16,127.739
2,2:07.609,1:51.034,17,127.609
2,4:59.352,1 Lap,18,299.352
2,2:40.556,1 Lap,19,160.55599999999998
2,2:08.537,1 Lap,20,128.537
2,2:07.983,1 Lap,21,127.983
2,2:09.544,30.320,22,129.544
2,3:01.270,25.224,23,181.27
2,2:05.883,1:56.434,24,125.883
2,2:04.906,1:54.639,25,124.906
2,2:09.045,2:04.875,26,129.045
2,2:10.052,1 Lap,27,130.052
2,2:09.687,1 Lap,28,129.687
2,2:09.436,1 Lap,29,129.436
2,2:09.301,1 Lap,30,129.301
2,2:15.665,2.398,31,135.665
2,3:35.587,1:40.965,32,215.587
2,2:10.054,1 Lap,33,130.054
2,2:07.785,1 Lap,34,127.785
2,2:08.626,1 Lap,35,128.626
2,2:14.076,1:28.014,36,134.076
2,4:48.163,1 Lap,37,288.163
2,4:55.108,1 Lap,38,295.108
2,2:06.891,1 Lap,39,126.891
2,2:06.970,1 Lap,40,126.97
2,2:10.124,59.394,41,130.124
2,2:08.194,1:02.038,42,128.194
2,2:05.899,1 Lap,43,125.899
2,2:07.162,1 Lap,44,127.162
2,2:07.991,1 Lap,45,127.991
2,2:07.735,1 Lap,46,127.735
2,2:08.176,1:51.034,47,128.176
2,2:07.806,1:50.555,48,127.806
2,2:46.791,1 Lap,49,166.791
2,2:09.092,1 Lap,50,129.092
2,2:09.532,2:09.809,51,129.532
2,2:08.041,2:02.887,52,128.041
2,4:42.430,14.396,53,282.43
2,4:45.350,2.590,54,285.35
2,2:06.154,1:53.955,55,126.154
2,2:08.699,1:55.631,56,128.699
2,2:10.425,2:00.981,57,130.425
2,2:10.455,2:03.742,58,130.455
2,2:11.168,1 Lap,59,131.168
2,2:09.914,1 Lap,60,129.914
2,2:10.710,1 Lap,61,130.71
2,2:10.401,1 Lap,62,130.401
2,3:32.307,2.409,63,212.30700000000002
2,4:03.492,2.872,64,243.492
2,2:20.614,1:55.649,65,140.614
2,2:12.509,1:58.785,66,132.50900000000001
2,2:07.784,1 Lap,67,127.784
2,2:07.067,1 Lap,68,127.06700000000001
2,2:14.883,2:19.666,69,134.883
2,2:09.511,2:00.887,70,129.511
2,3:08.042,1 Lap,71,188.042
2,2:08.020,1 Lap,72,128.02
2,3:31.434,1 Lap,73,211.434
2,2:53.642,1 Lap,74,173.642
2,2:06.950,1 Lap,75,126.95
2,2:08.345,1 Lap,76,128.345
2,2:07.942,1:04.390,77,127.94200000000001
2,2:09.495,1 Lap,78,129.495
2,2:07.457,1 Lap,79,127.457
2,2:08.341,1 Lap,80,128.341
2,2:15.389,1:56.593,81,135.389
2,2:06.454,1 Lap,82,126.454
2,2:07.260,1 Lap,83,127.26
2,2:08.187,1:45.191,84,128.187
2,2:07.213,1:43.252,85,127.213
2,3:19.296,2.674,86,199.296
2,2:07.842,1:56.339,87,127.842
2,2:09.367,1:58.529,88,129.367
2,2:09.151,1:58.162,89,129.151
2,2:08.467,1:00.573,90,128.467
2,2:10.990,1 Lap,91,130.99
2,2:10.448,1 Lap,92,130.448
2,2:09.248,1 Lap,93,129.248
2,2:11.567,1 Lap,94,131.567
2,2:08.885,1:56.639,95,128.885
2,2:07.962,1 Lap,96,127.962
2,2:10.989,1:23.696,97,130.989
2,2:09.016,1:22.037,98,129.016
2,2:07.792,1 Lap,99,127.792
2,2:09.966,1 Lap,100,129.966
2,2:07.051,2:09.764,101,127.051
2,2:08.446,2:03.654,102,128.446
2,2:14.695,1:12.216,103,134.695
2,2:07.903,1 Lap,104,127.903
2,2:07.383,1 Lap,105,127.383
2,2:07.922,1 Lap,106,127.922
2,3:16.236,3:41.711,107,196.236
2,3:44.415,1 Lap,108,224.415
2,2:43.669,1 Lap,109,163.66899999999998
2,2:06.987,1 Lap,110,126.987
2,2:07.098,1:34.515,111,127.098
2,2:07.471,24.821,112,127.471
2,2:59.585,11.521,113,179.585
2,2:10.242,2:01.101,114,130.242
2,2:08.841,2:01.044,115,128.841
2,2:18.382,1:14.403,116,138.382
2,2:56.796,2:05.638,117,176.796
2,2:09.466,1 Lap,118,129.466
2,2:09.393,1 Lap,119,129.393
2,3:39.638,1.101,120,219.638
2,2:13.313,2.307,121,133.313
2,2:07.465,1:57.935,122,127.465
2,2:15.712,2:07.380,123,135.712
2,2:08.995,1 Lap,124,128.995
2,2:08.672,1 Lap,125,128.672
2,2:08.405,1:21.626,126,128.405
2,2:07.445,1 Lap,127,127.445
2,2:08.928,1 Lap,128,128.928
2,2:07.795,1 Lap,129,127.795
2,2:10.549,1 Lap,130,130.549
2,4:20.854,3:52.261,131,260.854
2,3:33.642,1 Lap,132,213.642
2,2:06.982,1 Lap,133,126.982
2,2:07.604,1 Lap,134,127.604
2,2:07.924,1 Lap,135,127.924
2,2:07.396,1:53.911,136,127.396
2,4:23.470,1 Lap,137,263.47
2,2:07.378,1 Lap,138,127.378
2,2:07.979,1 Lap,139,127.979
2,2:09.418,27.318,140,129.418
2,3:46.359,1:52.086,141,226.359
2,2:10.885,1:57.022,142,130.885
2,2:09.351,2:01.808,143,129.351
2,2:09.075,2:03.298,144,129.075
2,2:11.131,1 Lap,145,131.131
2,2:09.315,1 Lap,146,129.315
21,4:29.851,13.712,1,269.851
21,2:24.349,29.822,2,144.349
21,2:21.224,37.760,3,141.224
21,3:21.574,1 Lap,4,201.574
21,2:56.472,1 Lap,5,176.472
21,2:22.225,2 Laps,6,142.225
21,2:22.823,3 Laps,7,142.823
21,2:34.273,4 Laps,8,154.273
21,4:49.808,4 Laps,9,289.808
21,2:21.250,3 Laps,10,141.25
21,2:21.497,3 Laps,11,141.497
21,2:19.512,4 Laps,12,139.512
21,2:19.495,4 Laps,13,139.495
21,2:19.845,5 Laps,14,139.845
21,2:19.995,5 Laps,15,139.995
21,2:20.063,5 Laps,16,140.063
21,2:19.212,6 Laps,17,139.212
21,2:19.221,6 Laps,18,139.221
21,2:25.326,6 Laps,19,145.326
21,2:36.822,6 Laps,20,156.822
21,2:29.329,6 Laps,21,149.329
21,3:37.575,7 Laps,22,217.575
21,2:20.276,7 Laps,23,140.276
21,2:53.774,7 Laps,24,173.774
21,2:18.375,6 Laps,25,138.375
21,2:17.934,6 Laps,26,137.934
21,2:19.178,7 Laps,27,139.178
21,2:19.205,8 Laps,28,139.20499999999998
21,2:19.008,8 Laps,29,139.008
21,2:19.233,8 Laps,30,139.233
21,2:42.013,38.585,31,162.013
21,2:28.791,52.400,32,148.791
21,2:20.828,52.757,33,140.828
21,2:20.434,1 Lap,34,140.434
21,2:27.671,2 Laps,35,147.671
21,2:20.551,3 Laps,36,140.551
21,2:21.240,3 Laps,37,141.24
21,3:20.790,3 Laps,38,200.79
21,2:21.108,3 Laps,39,141.108
21,2:18.154,4 Laps,40,138.154
21,2:18.370,4 Laps,41,138.37
21,2:19.679,5 Laps,42,139.679
21,2:26.471,6 Laps,43,146.471
21,2:18.837,7 Laps,44,138.837
21,2:19.853,7 Laps,45,139.853
21,2:42.185,6 Laps,46,162.185
21,2:22.580,7 Laps,47,142.57999999999998
21,4:41.846,7 Laps,48,281.846
21,3:06.883,6 Laps,49,186.883
21,2:18.623,6 Laps,50,138.623
21,2:19.573,6 Laps,51,139.573
21,2:17.175,8 Laps,52,137.175
21,2:17.831,8 Laps,53,137.831
21,2:19.141,8 Laps,54,139.141
21,2:19.068,8 Laps,55,139.068
21,2:19.357,8 Laps,56,139.357
21,2:19.012,9 Laps,57,139.012
21,3:10.002,30.106,58,190.002
21,2:27.185,1:14.012,59,147.185
21,3:06.998,1 Lap,60,186.998
21,2:20.771,1 Lap,61,140.77100000000002
21,2:19.949,1 Lap,62,139.949
21,4:04.187,3 Laps,63,244.187
21,2:33.161,2 Laps,64,153.161
21,2:22.168,3 Laps,65,142.168
21,2:30.626,3 Laps,66,150.626
21,3:18.832,3 Laps,67,198.832
21,2:27.229,3 Laps,68,147.22899999999998
21,2:20.258,4 Laps,69,140.258
21,2:20.867,5 Laps,70,140.867
21,2:19.890,5 Laps,71,139.89
21,3:49.416,6 Laps,72,229.416
21,2:20.279,7 Laps,73,140.279
21,2:20.227,6 Laps,74,140.227
21,2:20.457,6 Laps,75,140.457
21,2:20.745,7 Laps,76,140.745
21,2:17.780,7 Laps,77,137.78
21,2:30.938,6 Laps,78,150.938
21,2:45.244,6 Laps,79,165.244
21,2:19.993,6 Laps,80,139.993
21,2:20.231,6 Laps,81,140.231
21,2:17.762,7 Laps,82,137.762
21,2:17.788,7 Laps,83,137.788
21,2:19.076,8 Laps,84,139.076
21,2:19.207,9 Laps,85,139.207
21,2:19.744,9 Laps,86,139.744
21,2:20.506,1 Lap,87,140.506
21,2:20.018,1 Lap,88,140.018
21,2:24.767,3 Laps,89,144.767
21,2:22.757,3 Laps,90,142.757
21,2:21.691,3 Laps,91,141.691
21,2:38.801,3 Laps,92,158.801
21,2:22.264,3 Laps,93,142.264
21,3:45.313,4 Laps,94,225.313
21,2:22.613,4 Laps,95,142.613
21,2:18.906,4 Laps,96,138.906
21,2:19.018,4 Laps,97,139.018
21,2:20.253,5 Laps,98,140.253
21,2:20.885,5 Laps,99,140.885
21,2:29.488,6 Laps,100,149.488
21,3:24.221,6 Laps,101,204.221
21,2:20.052,7 Laps,102,140.052
21,2:43.067,7 Laps,103,163.067
21,2:19.172,6 Laps,104,139.172
21,2:19.369,6 Laps,105,139.369
21,2:18.751,7 Laps,106,138.751
21,2:17.891,7 Laps,107,137.891
21,2:46.154,6 Laps,108,166.154
21,2:22.278,6 Laps,109,142.278
21,2:20.955,7 Laps,110,140.95499999999998
21,2:17.382,7 Laps,111,137.382
21,2:17.481,7 Laps,112,137.481
21,2:20.354,8 Laps,113,140.35399999999998
21,2:19.810,8 Laps,114,139.81
21,3:32.858,17.580,115,212.858
21,2:21.089,1 Lap,116,141.089
21,2:21.462,1 Lap,117,141.462
21,2:20.976,2 Laps,118,140.976
21,2:23.465,3 Laps,119,143.465
21,2:20.581,3 Laps,120,140.581
21,2:22.743,3 Laps,121,142.743
21,2:20.499,3 Laps,122,140.499
21,3:49.532,4 Laps,123,229.53199999999998
21,3:43.143,4 Laps,124,223.143
21,2:19.481,4 Laps,125,139.481
21,2:20.380,5 Laps,126,140.38
21,2:21.314,6 Laps,127,141.314
21,4:56.578,7 Laps,128,296.578
21,3:06.052,6 Laps,129,186.052
21,2:21.251,6 Laps,130,141.251
21,2:20.414,7 Laps,131,140.414
21,2:18.931,6 Laps,132,138.931
21,2:26.491,7 Laps,133,146.49099999999999
21,3:38.475,7 Laps,134,218.475
21,2:18.243,8 Laps,135,138.243
21,2:19.555,8 Laps,136,139.555
21,2:19.306,8 Laps,137,139.306
22,4:21.644,5.505,1,261.644
22,2:19.173,16.951,2,139.173
22,2:15.210,18.875,3,135.21
22,3:39.531,1 Lap,4,219.531
22,2:13.250,1 Lap,5,133.25
22,2:11.984,1 Lap,6,131.984
22,2:11.699,1 Lap,7,131.699
22,2:13.963,1 Lap,8,133.963
22,2:47.059,1 Lap,9,167.059
22,2:17.468,1 Lap,10,137.468
22,2:40.768,1 Lap,11,160.768
22,2:10.431,1 Lap,12,130.431
22,2:10.307,1 Lap,13,130.307
22,2:11.757,2 Laps,14,131.757
22,2:11.285,2 Laps,15,131.285
22,2:11.691,2 Laps,16,131.691
22,2:30.164,2 Laps,17,150.164
22,2:38.266,2 Laps,18,158.266
22,2:10.221,2 Laps,19,130.221
22,2:10.520,2 Laps,20,130.52
22,3:02.083,2 Laps,21,182.083
22,4:54.603,2 Laps,22,294.603
22,2:16.593,1 Lap,23,136.593
22,2:10.028,2 Laps,24,130.028
22,2:09.339,1 Lap,25,129.339
22,2:11.277,2 Laps,26,131.277
22,2:11.896,2 Laps,27,131.89600000000002
22,2:10.823,2 Laps,28,130.823
22,2:11.346,2 Laps,29,131.346
22,2:33.921,22.286,30,153.921
22,2:22.168,29.478,31,142.168
22,2:15.893,28.937,32,135.893
22,2:10.660,1 Lap,33,130.66
22,2:12.267,1 Lap,34,132.267
22,2:14.933,1 Lap,35,134.933
22,2:12.866,1 Lap,36,132.86599999999999
22,2:15.287,1 Lap,37,135.287
22,2:11.890,1 Lap,38,131.89
22,3:29.694,1 Lap,39,209.694
22,3:34.073,2 Laps,40,214.073
22,2:12.562,2 Laps,41,132.562
22,2:12.489,1 Lap,42,132.489
22,2:15.798,1 Lap,43,135.798
22,2:10.716,2 Laps,44,130.716
22,2:11.341,2 Laps,45,131.341
22,2:18.049,2 Laps,46,138.049
22,2:41.389,2 Laps,47,161.389
22,2:10.378,2 Laps,48,130.378
22,2:10.172,2 Laps,49,130.172
22,2:16.359,2 Laps,50,136.359
22,3:05.140,1 Lap,51,185.14
22,3:25.334,1 Lap,52,205.334
22,2:10.740,1 Lap,53,130.74
22,2:10.313,1 Lap,54,130.313
22,2:11.114,1 Lap,55,131.114
22,2:11.944,2 Laps,56,131.944
22,2:11.510,2 Laps,57,131.51
22,2:11.360,2 Laps,58,131.36
22,2:10.773,2 Laps,59,130.773
22,3:22.981,20.163,60,202.981
22,2:13.807,36.814,61,133.807
22,2:19.957,47.398,62,139.957
22,2:10.438,1 Lap,63,130.438
22,2:10.469,1 Lap,64,130.469
22,2:16.517,1 Lap,65,136.517
22,2:10.279,2:38.389,66,130.279
22,2:14.825,1 Lap,67,134.825
22,4:53.961,1 Lap,68,293.961
22,3:28.712,1 Lap,69,208.712
22,2:07.510,2 Laps,70,127.51
22,2:08.348,2 Laps,71,128.348
22,2:10.433,1 Lap,72,130.433
22,2:09.559,1 Lap,73,129.559
22,3:07.584,2 Laps,74,187.584
22,2:10.694,2 Laps,75,130.694
22,2:11.611,2 Laps,76,131.611
22,2:12.280,2 Laps,77,132.28
22,3:35.283,3 Laps,78,215.28300000000002
22,2:09.376,3 Laps,79,129.376
22,2:07.501,2 Laps,80,127.501
22,3:07.934,2 Laps,81,187.934
22,2:25.393,1 Lap,82,145.393
22,2:55.482,1 Lap,83,175.482
22,2:09.370,1 Lap,84,129.37
22,2:09.703,1 Lap,85,129.703
22,2:10.730,1 Lap,86,130.73
22,2:09.388,1 Lap,87,129.388
22,2:11.163,2 Laps,88,131.163
22,2:11.965,2 Laps,89,131.965
22,2:10.711,2 Laps,90,130.711
22,2:10.794,2 Laps,91,130.794
22,3:20.027,1:56.394,92,200.027
22,2:10.427,1 Lap,93,130.427
22,2:18.200,2:08.409,94,138.2
22,2:12.009,1 Lap,95,132.00900000000001
22,2:11.177,1 Lap,96,131.177
22,2:49.029,1 Lap,97,169.029
22,2:15.316,1 Lap,98,135.316
22,2:07.851,2 Laps,99,127.851
22,2:09.873,1 Lap,100,129.873
22,2:13.039,1 Lap,101,133.039
22,2:13.408,2 Laps,102,133.408
22,2:10.608,2 Laps,103,130.608
22,3:11.067,2 Laps,104,191.067
22,3:02.507,3 Laps,105,182.507
22,2:08.368,2 Laps,106,128.368
22,2:09.356,2 Laps,107,129.356
22,2:10.390,2 Laps,108,130.39
22,2:12.409,1 Lap,109,132.409
22,2:47.243,1 Lap,110,167.243
22,2:11.757,1 Lap,111,131.757
22,2:09.770,1 Lap,112,129.77
22,2:09.485,1 Lap,113,129.485
22,2:10.809,1 Lap,114,130.809
22,2:17.587,1 Lap,115,137.587
22,2:10.354,2 Laps,116,130.35399999999998
22,2:10.990,2 Laps,117,130.99
22,3:33.636,9.885,118,213.636
22,2:10.317,2:00.542,119,130.317
22,2:22.718,1 Lap,120,142.718
22,2:10.224,1 Lap,121,130.224
22,2:11.702,1 Lap,122,131.702
22,3:09.861,1 Lap,123,189.861
22,2:10.462,1 Lap,124,130.462
22,2:15.892,1 Lap,125,135.892
22,2:10.477,1 Lap,126,130.477
22,4:39.162,1 Lap,127,279.162
22,2:10.932,1 Lap,128,130.932
22,2:11.864,1 Lap,129,131.864
22,2:11.222,2 Laps,130,131.222
22,2:11.023,2 Laps,131,131.023
22,2:11.558,2 Laps,132,131.558
22,2:12.142,2 Laps,133,132.142
22,5:06.396,3 Laps,134,306.396
22,3:02.154,2 Laps,135,182.154
22,2:10.108,2 Laps,136,130.108
22,2:10.181,2 Laps,137,130.181
22,2:12.364,2 Laps,138,132.364
22,2:11.706,2 Laps,139,131.706
22,2:11.072,1 Lap,140,131.072
22,2:10.263,1 Lap,141,130.263
22,2:08.742,1 Lap,142,128.742
22,3:01.473,2 Laps,143,181.473
22,2:10.993,2 Laps,144,130.993
23,4:20.580,4.441,1,260.58
23,2:32.800,20.101,2,152.8
23,2:12.107,10.058,3,132.107
23,4:42.655,3:04.743,4,282.655
23,2:11.615,1:37.170,5,131.615
23,2:09.935,1:52.717,6,129.935
23,2:12.660,1:58.633,7,132.66
23,2:09.801,1:09.517,8,129.801
23,2:15.974,1:18.301,9,135.974
23,2:34.925,1 Lap,10,154.925
23,2:18.310,1 Lap,11,138.31
23,3:15.259,1 Lap,12,195.25900000000001
23,2:10.136,1 Lap,13,130.136
23,2:11.029,1 Lap,14,131.029
23,2:11.889,2 Laps,15,131.889
23,2:11.573,2 Laps,16,131.573
23,2:17.291,2 Laps,17,137.291
23,4:59.463,2 Laps,18,299.463
23,2:39.685,2 Laps,19,159.685
23,2:12.020,2 Laps,20,132.02
23,2:17.048,2 Laps,21,137.048
23,3:32.781,2 Laps,22,212.781
23,2:08.430,1 Lap,23,128.43
23,2:08.609,1 Lap,24,128.609
23,3:26.020,2 Laps,25,206.02
23,2:09.674,1 Lap,26,129.674
23,2:09.644,1 Lap,27,129.644
23,2:46.646,2 Laps,28,166.64600000000002
23,2:11.409,2 Laps,29,131.409
23,2:19.236,24.361,30,139.236
23,2:10.913,15.140,31,130.913
23,2:09.048,18.258,32,129.048
23,2:09.687,1:39.822,33,129.687
23,2:12.299,2:03.279,34,132.299
23,3:09.279,1 Lap,35,189.279
23,4:33.176,1 Lap,36,273.176
23,4:56.073,1 Lap,37,296.073
23,3:25.264,1 Lap,38,205.264
23,2:10.365,1 Lap,39,130.365
23,2:10.542,1 Lap,40,130.542
23,2:11.341,1 Lap,41,131.341
23,2:16.550,1 Lap,42,136.55
23,2:11.685,2 Laps,43,131.685
23,2:12.690,2 Laps,44,132.69
23,3:28.276,2 Laps,45,208.276
23,2:42.338,2 Laps,46,162.338
23,2:08.491,2 Laps,47,128.49099999999999
23,3:03.616,2 Laps,48,183.616
23,4:37.077,2 Laps,49,277.077
23,3:39.414,1 Lap,50,219.414
23,2:09.115,1 Lap,51,129.115
23,2:10.844,2 Laps,52,130.844
23,2:09.024,2 Laps,53,129.024
23,2:09.793,1 Lap,54,129.793
23,2:11.423,2 Laps,55,131.423
23,2:10.987,2 Laps,56,130.987
23,3:22.970,15.035,57,202.97
23,4:02.384,14.390,58,242.384
23,2:09.576,18.461,59,129.576
23,2:08.954,1:42.119,60,128.954
23,2:10.894,1:44.567,61,130.894
23,2:10.939,2:00.063,62,130.939
23,2:13.012,1:44.785,63,133.012
23,2:10.984,1 Lap,64,130.984
23,2:10.422,1 Lap,65,130.422
23,3:30.706,1 Lap,66,210.706
23,2:11.596,1 Lap,67,131.596
23,2:10.623,1 Lap,68,130.623
23,2:10.316,1 Lap,69,130.316
23,3:13.112,2 Laps,70,193.112
23,2:12.803,2 Laps,71,132.803
23,2:12.249,2 Laps,72,132.249
23,2:09.190,2 Laps,73,129.19
23,2:08.777,2 Laps,74,128.777
23,2:08.890,2 Laps,75,128.89
23,2:09.597,2 Laps,76,129.597
23,2:13.085,2 Laps,77,133.085
23,2:11.628,2 Laps,78,131.628
23,2:12.143,1 Lap,79,132.143
23,2:25.368,1 Lap,80,145.368
23,2:09.108,1 Lap,81,129.108
23,2:09.145,1 Lap,82,129.145
23,2:09.703,1 Lap,83,129.703
23,2:08.902,1 Lap,84,128.902
23,2:10.985,1 Lap,85,130.985
23,2:10.409,1 Lap,86,130.409
23,2:11.466,2 Laps,87,131.466
23,2:11.122,2 Laps,88,131.122
23,2:11.043,18.473,89,131.043
23,2:12.043,24.347,90,132.043
23,2:09.565,1:45.504,91,129.565
23,2:09.579,1:47.413,92,129.579
23,2:11.443,1:08.048,93,131.443
23,2:09.626,1:06.999,94,129.626
23,2:12.275,1 Lap,95,132.275
23,2:56.451,1 Lap,96,176.451
23,2:11.377,1 Lap,97,131.377
23,2:10.002,1 Lap,98,130.002
23,2:10.149,1 Lap,99,130.149
23,2:10.681,1 Lap,100,130.681
23,2:10.285,1 Lap,101,130.285
23,2:13.278,2 Laps,102,133.278
23,2:11.134,2 Laps,103,131.13400000000001
23,3:11.787,2 Laps,104,191.787
23,2:50.862,2 Laps,105,170.862
23,2:57.009,2 Laps,106,177.00900000000001
23,2:09.805,2 Laps,107,129.805
23,2:10.821,2 Laps,108,130.821
23,2:11.586,1 Lap,109,131.586
23,2:43.794,1 Lap,110,163.79399999999998
23,2:12.285,1 Lap,111,132.285
23,2:09.436,1 Lap,112,129.436
23,2:09.238,1 Lap,113,129.238
23,2:10.640,1 Lap,114,130.64
23,2:09.616,1 Lap,115,129.61599999999999
23,2:10.933,1 Lap,116,130.933
23,2:12.000,1 Lap,117,132.0
23,3:35.383,7.417,118,215.383
23,2:15.927,11.237,119,135.927
23,2:16.734,34.814,120,136.734
23,2:10.344,1:50.673,121,130.344
23,2:09.707,1:07.890,122,129.707
23,2:10.989,1 Lap,123,130.989
23,2:10.703,1 Lap,124,130.703
23,2:14.086,1 Lap,125,134.086
23,2:11.459,1 Lap,126,131.459
23,4:10.518,1 Lap,127,250.518
23,2:10.537,1 Lap,128,130.537
23,2:11.121,1 Lap,129,131.121
23,2:13.149,2 Laps,130,133.149
23,2:11.684,2 Laps,131,131.684
23,2:12.271,2 Laps,132,132.27100000000002
23,2:12.074,2 Laps,133,132.074
23,3:01.194,2 Laps,134,181.194
23,2:09.981,2 Laps,135,129.981
23,2:10.278,2 Laps,136,130.278
23,2:14.321,2 Laps,137,134.321
23,2:18.636,2 Laps,138,138.636
23,2:09.590,1 Lap,139,129.59
23,2:09.705,1 Lap,140,129.705
23,2:11.150,1 Lap,141,131.15
23,2:16.199,1 Lap,142,136.199
23,2:09.554,1 Lap,143,129.554
23,2:09.419,1 Lap,144,129.419
23,2:17.139,1 Lap,145,137.139
25,4:24.610,8.471,1,264.61
25,2:28.159,36.587,2,148.159
25,2:24.105,47.406,3,144.105
25,3:50.003,1 Lap,4,230.003
25,2:19.907,1 Lap,5,139.907
25,2:26.546,1 Lap,6,146.546
25,2:18.241,2 Laps,7,138.24099999999999
25,2:18.314,2 Laps,8,138.314
25,2:46.196,3 Laps,9,166.196
25,2:18.365,3 Laps,10,138.365
25,2:18.174,3 Laps,11,138.174
25,2:24.094,4 Laps,12,144.094
25,2:18.433,4 Laps,13,138.433
25,2:20.769,4 Laps,14,140.769
25,2:20.100,5 Laps,15,140.1
25,2:19.492,5 Laps,16,139.492
25,3:44.616,6 Laps,17,224.61599999999999
25,2:28.627,6 Laps,18,148.627
25,2:38.386,6 Laps,19,158.386
25,2:18.879,6 Laps,20,138.879
25,2:20.817,7 Laps,21,140.817
25,3:03.507,7 Laps,22,183.507
25,2:17.961,6 Laps,23,137.961
25,2:26.431,7 Laps,24,146.431
25,3:35.741,7 Laps,25,215.74099999999999
25,2:17.705,8 Laps,26,137.70499999999998
25,2:18.959,8 Laps,27,138.959
25,2:20.242,8 Laps,28,140.242
25,2:50.449,41.780,29,170.449
25,2:38.859,1:05.663,30,158.859
25,2:21.288,1:02.863,31,141.288
25,2:19.030,1 Lap,32,139.03
25,2:18.573,1 Lap,33,138.573
25,3:58.284,2 Laps,34,238.284
25,2:17.746,2 Laps,35,137.746
25,4:28.119,3 Laps,36,268.119
25,4:54.970,3 Laps,37,294.97
25,2:19.148,3 Laps,38,139.148
25,2:18.039,4 Laps,39,138.039
25,2:19.687,4 Laps,40,139.687
25,2:18.092,5 Laps,41,138.09199999999998
25,2:20.259,5 Laps,42,140.25900000000001
25,2:19.393,5 Laps,43,139.393
25,2:19.041,5 Laps,44,139.041
25,2:20.230,6 Laps,45,140.23
25,2:18.180,6 Laps,46,138.18
25,2:41.457,6 Laps,47,161.457
25,2:21.167,6 Laps,48,141.167
25,2:19.950,6 Laps,49,139.95
25,2:19.095,6 Laps,50,139.095
25,4:41.618,7 Laps,51,281.618
25,3:09.293,6 Laps,52,189.293
25,2:17.929,6 Laps,53,137.929
25,2:17.925,6 Laps,54,137.925
25,2:18.905,7 Laps,55,138.905
25,2:17.755,8 Laps,56,137.755
25,2:17.762,8 Laps,57,137.762
25,2:18.609,8 Laps,58,138.609
25,3:01.567,34.934,59,181.567
25,2:20.324,1:17.257,60,140.324
25,2:20.881,1:28.765,61,140.881
25,2:18.970,1 Lap,62,138.97
25,2:22.964,2 Laps,63,142.964
25,2:17.736,2 Laps,64,137.736
25,2:18.123,2 Laps,65,138.123
25,3:30.945,3 Laps,66,210.945
25,2:18.194,3 Laps,67,138.194
25,2:18.240,3 Laps,68,138.24
25,2:18.658,4 Laps,69,138.65800000000002
25,2:19.757,5 Laps,70,139.757
25,2:19.062,6 Laps,71,139.062
25,2:17.983,6 Laps,72,137.983
25,2:18.126,7 Laps,73,138.126
25,2:18.756,6 Laps,74,138.756
25,2:25.384,6 Laps,75,145.38400000000001
25,2:28.932,6 Laps,76,148.932
25,2:46.350,6 Laps,77,166.35
25,2:18.167,6 Laps,78,138.167
25,2:17.480,6 Laps,79,137.48
25,2:16.867,7 Laps,80,136.867
25,2:16.051,7 Laps,81,136.051
25,2:18.008,8 Laps,82,138.008
25,2:18.704,8 Laps,83,138.704
25,2:18.986,8 Laps,84,138.986
25,2:19.332,8 Laps,85,139.332
25,2:21.373,1:39.107,86,141.373
25,2:20.394,1 Lap,87,140.394
25,2:18.622,1 Lap,88,138.622
25,2:18.822,2 Laps,89,138.822
25,2:18.731,2 Laps,90,138.731
25,2:18.396,2 Laps,91,138.39600000000002
25,2:55.218,3 Laps,92,175.21800000000002
25,2:24.110,3 Laps,93,144.11
25,2:24.286,3 Laps,94,144.286
25,2:18.638,4 Laps,95,138.638
25,2:20.587,4 Laps,96,140.587
25,2:20.613,5 Laps,97,140.613
25,2:20.797,5 Laps,98,140.797
25,2:20.874,6 Laps,99,140.874
25,3:26.712,5 Laps,100,206.712
25,3:03.402,7 Laps,101,183.402
25,2:18.008,6 Laps,102,138.008
25,2:18.271,6 Laps,103,138.27100000000002
25,3:37.154,7 Laps,104,217.154
25,2:21.704,7 Laps,105,141.704
25,2:47.123,6 Laps,106,167.123
25,2:18.876,6 Laps,107,138.876
25,2:18.109,6 Laps,108,138.109
25,2:18.077,6 Laps,109,138.077
25,2:17.219,7 Laps,110,137.219
25,2:19.369,7 Laps,111,139.369
25,2:18.030,8 Laps,112,138.03
